🐼看电视呗👉打卡,#genre#
CCTV12-社会与法,http://mywlkj.ddns.net:754/tv/sdyd.php?id=13
CCTV13-新闻,http://mywlkj.ddns.net:754/tv/sdyd.php?id=14
CCTV14-少儿,http://mywlkj.ddns.net:754/tv/sdyd.php?id=15
CCTV15-音乐,http://mywlkj.ddns.net:754/tv/sdyd.php?id=16
山东卫视,http://mywlkj.ddns.net:754/tv/sdyd.php?id=17
湖南卫视,http://mywlkj.ddns.net:754/tv/sdyd.php?id=18
浙江卫视,http://mywlkj.ddns.net:754/tv/sdyd.php?id=19
东方卫视,http://mywlkj.ddns.net:754/tv/sdyd.php?id=20
江苏卫视,http://mywlkj.ddns.net:754/tv/sdyd.php?id=21
北京卫视,http://mywlkj.ddns.net:754/tv/sdyd.php?id=22
安徽卫视,http://mywlkj.ddns.net:754/tv/sdyd.php?id=23
天津卫视,http://mywlkj.ddns.net:754/tv/sdyd.php?id=24
深圳卫视,http://mywlkj.ddns.net:754/tv/sdyd.php?id=25
东南卫视,http://mywlkj.ddns.net:754/tv/sdyd.php?id=26
广东卫视,http://mywlkj.ddns.net:754/tv/sdyd.php?id=27
黑龙江卫视,http://mywlkj.ddns.net:754/tv/sdyd.php?id=28
重庆卫视,http://mywlkj.ddns.net:754/tv/sdyd.php?id=29
贵州卫视,http://mywlkj.ddns.net:754/tv/sdyd.php?id=30
海南卫视,http://mywlkj.ddns.net:754/tv/sdyd.php?id=31
四川卫视,http://mywlkj.ddns.net:754/tv/sdyd.php?id=32
河南卫视,http://mywlkj.ddns.net:754/tv/sdyd.php?id=33
湖北卫视,http://mywlkj.ddns.net:754/tv/sdyd.php?id=34
河北卫视,http://mywlkj.ddns.net:754/tv/sdyd.php?id=35
辽宁卫视,http://mywlkj.ddns.net:754/tv/sdyd.php?id=36
厦门卫视,http://mywlkj.ddns.net:754/tv/sdyd.php?id=37
山东体育,http://mywlkj.ddns.net:754/tv/sdyd.php?id=38
金鹰卡通,http://mywlkj.ddns.net:754/tv/sdyd.php?id=39
公众号[看电视呗],https://gitee.com/tv2785/tvbox/raw/master/gg.mp4
💝港澳台区👉全网,#genre#
//香港
香港卫视,http://mywlkj.ddns.net:754/tv/hkstv.m3u8
香港文旅,http://mywlkj.ddns.net:754/tv/hkstv1.m3u8
凤凰中文,http://mywlkj.ddns.net:754/tv/fhzw.m3u8
凤凰中文,http://mywlkj.ddns.net:754/tv/fhzw1.m3u8
凤凰中文,http://mywlkj.ddns.net:754/tv/fhzw2.m3u8
凤凰资讯,http://mywlkj.ddns.net:754/tv/fhzx.m3u8
凤凰资讯,http://mywlkj.ddns.net:754/tv/fhzx1.m3u8
凤凰资讯,http://mywlkj.ddns.net:754/tv/fhzx2.m3u8
凤凰香港,http://mywlkj.ddns.net:754/tv/fhhk.m3u8
凤凰香港,http://mywlkj.ddns.net:754/tv/hk.php?id=28

翡翠台,http://mywlkj.ddns.net:754/tv/gdgzgd.php?id=47
明珠台,http://mywlkj.ddns.net:754/tv/gdgzgd.php?id=48
星空卫视,http://mywlkj.ddns.net:754/tv/gdgzgd.php?id=49
凤凰中文,http://mywlkj.ddns.net:754/tv/gdgzgd.php?id=50
澳亚卫视,http://mywlkj.ddns.net:754/tv/gdgzgd.php?id=51

环球电视,http://mywlkj.ddns.net:754/tv/hqds.m3u8
耀才财经,http://mywlkj.ddns.net:754/tv/bstv.m3u8
RTHK32,http://mywlkj.ddns.net:754/tv/rthk32.m3u8
香港佛学,http://mywlkj.ddns.net:754/tv/amtb.m3u8
亚旅卫视,http://mywlkj.ddns.net:754/tv/ctstv.m3u8

TVB亚洲武侠,http://mywlkj.ddns.net:754/tv/hk.php?id=29
TVB星河,http://mywlkj.ddns.net:754/tv/hk.php?id=30
唯心电视台,http://mywlkj.ddns.net:754/tv/hk.php?id=32


点掌财经,http://mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=232
人间卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=428
大爱一台,http://mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=429
大爱二台,http://mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=430
GOODTV,http://mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=433
番薯电视台,http://mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=584
面包台,http://mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=585

翡翠台,http://120.238.13.198:8000/hls/21/index.m3u8
明珠台,http://120.238.13.198:8000/hls/19/index.m3u8
凤凰卫视,http://120.238.13.198:8000/hls/20/index.m3u8

美亚电影台,http://mywlkj.ddns.net:754/tv/yximgs.php?id=1
中天新聞2台,http://mywlkj.ddns.net:754/tv/youtube.php?id=1
中天新聞,http://mywlkj.ddns.net:754/tv/youtube.php?id=2
民視新聞,http://mywlkj.ddns.net:754/tv/youtube.php?id=3
TVBS新聞,http://mywlkj.ddns.net:754/tv/youtube.php?id=4
寰宇新闻,http://mywlkj.ddns.net:754/tv/youtube.php?id=5
寰宇新聞台灣台,http://mywlkj.ddns.net:754/tv/youtube.php?id=6
東森財經,http://mywlkj.ddns.net:754/tv/youtube.php?id=7
台視新聞,http://mywlkj.ddns.net:754/tv/youtube.php?id=8
中視新聞,http://mywlkj.ddns.net:754/tv/youtube.php?id=9
鏡新聞mnews,http://mywlkj.ddns.net:754/tv/youtube.php?id=10
GB News,http://mywlkj.ddns.net:754/tv/youtube.php?id=11
公視,http://mywlkj.ddns.net:754/tv/youtube.php?id=12
台灣地震監視,http://mywlkj.ddns.net:754/tv/youtube.php?id=13
中視經典綜藝,http://mywlkj.ddns.net:754/tv/youtube.php?id=14
三立新聞,http://mywlkj.ddns.net:754/tv/youtube.php?id=15
三立+,http://mywlkj.ddns.net:754/tv/youtube.php?id=16
DW德國之聲,http://mywlkj.ddns.net:754/tv/youtube.php?id=17
TRTWORLD,http://mywlkj.ddns.net:754/tv/youtube.php?id=18
Al Jazeera,http://mywlkj.ddns.net:754/tv/youtube.php?id=19
Bloomberg Quicktake,http://mywlkj.ddns.net:754/tv/youtube.php?id=20
Euronews English,http://mywlkj.ddns.net:754/tv/youtube.php?id=21
FOX Weather,http://mywlkj.ddns.net:754/tv/youtube.php?id=22
GB News,http://mywlkj.ddns.net:754/tv/youtube.php?id=23
CNA 24,http://mywlkj.ddns.net:754/tv/youtube.php?id=24
Astro AWANI,http://mywlkj.ddns.net:754/tv/youtube.php?id=25
Bloomberg Business News Live,http://mywlkj.ddns.net:754/tv/youtube.php?id=26
Sky News,http://mywlkj.ddns.net:754/tv/youtube.php?id=27
ABC Australia,http://mywlkj.ddns.net:754/tv/youtube.php?id=28
France 24 EN,http://mywlkj.ddns.net:754/tv/youtube.php?id=29
ABC News,http://mywlkj.ddns.net:754/tv/youtube.php?id=30
東森新聞,http://mywlkj.ddns.net:754/tv/youtube.php?id=31
凤凰新闻,http://mywlkj.ddns.net:754/tv/youtube.php?id=32
CCTV4,http://mywlkj.ddns.net:754/tv/youtube.php?id=33

凤凰资讯台,http://mywlkj.ddns.net:754/tv/youtube.php?id=34
中天亚洲台,http://mywlkj.ddns.net:754/tv/youtube.php?id=35
台视新闻,http://mywlkj.ddns.net:754/tv/youtube.php?id=36
TVBS新闻,http://mywlkj.ddns.net:754/tv/youtube.php?id=37
中视新闻,http://mywlkj.ddns.net:754/tv/youtube.php?id=38
中天新闻,http://mywlkj.ddns.net:754/tv/youtube.php?id=39
公视新闻,http://mywlkj.ddns.net:754/tv/youtube.php?id=40
东森新闻,http://mywlkj.ddns.net:754/tv/youtube.php?id=41
镜新闻,http://mywlkj.ddns.net:754/tv/youtube.php?id=42
民视新闻,http://mywlkj.ddns.net:754/tv/youtube.php?id=43
三立新闻,http://mywlkj.ddns.net:754/tv/youtube.php?id=44
华视新闻,http://mywlkj.ddns.net:754/tv/youtube.php?id=45
东森财经新闻,http://mywlkj.ddns.net:754/tv/youtube.php?id=46
CGTN Europe,http://mywlkj.ddns.net:754/tv/youtube.php?id=47

MTV,http://211.94.115.194:9900/bysid/501
[V],http://211.94.115.194:9900/bysid/502
PHOEC,http://211.94.115.194:9900/bysid/504
MASTV,http://211.94.115.194:9900/bysid/505
TV5,http://211.94.115.194:9900/bysid/506
PHOEN,http://211.94.115.194:9900/bysid/507
XINGK,http://211.94.115.194:9900/bysid/508
BLOOM,http://211.94.115.194:9900/bysid/510
PHOE1,http://211.94.115.194:9900/bysid/509


(3线)j2,http://223.71.206.22:30080/HK/2/hls.m3u8
(3线)hoy77,http://223.71.206.22:30080/HK/hoy77/hls.m3u8
(3线)hoy78,http://223.71.206.22:30080/HK/hoy78/hls.m3u8
(3线)j5,http://223.71.206.22:30080/HK/j5/hls.m3u8
(3线)翡翠,http://223.71.206.22:30080/HK/tvb/hls.m3u8
(3线)广电翡翠,http://223.71.206.22:30080/GN/gdfc/hls.m3u8
(3线)明珠,http://223.71.206.22:30080/HK/mz/hls.m3u8
(3线)viu,http://223.71.206.22:30080/HK/viu/hls.m3u8
(3线)viu6,http://223.71.206.22:30080/HK/viu6/hls.m3u8
(3线)无线新闻,http://223.71.206.22:30080/HK/wxxw/hls.m3u8
(3线)凤凰中文,http://223.71.206.22:30080/HK/fhzw/hls.m3u8
(3线)凤凰香港,http://223.71.206.22:30080/HK/fhxg/hls.m3u8
(3线)凤凰咨询,http://223.71.206.22:30080/HK/fhzx/hls.m3u8
(3线)功夫台,http://223.71.206.22:30080/HK/gf/hls.m3u8
(3线)娱乐新闻,http://223.71.206.22:30080/HK/ylxw/hls.m3u8
(3线)星河,http://223.71.206.22:30080/HK/xh/hls.m3u8
(3线)中天新闻,http://223.71.206.22:30080/TW/ztxw/hls.m3u8
(3线)中天新闻2,http://223.71.206.22:30080/TW/ztxw2/hls.m3u8
(3线)华视新闻,http://223.71.206.22:30080/TW/hsxw/hls.m3u8
(3线)中视,http://223.71.206.22:30080/TW/zs/hls.m3u8

(2线)j2,http://66.165.240.154:8080/HK/22/hls.m3u8
(2线)hoy77,http://66.165.240.154:8080/HK/hoy77/hls.m3u8
(2线)hoy78,http://66.165.240.154:8080/HK/hoy78/hls.m3u8
(2线)j5,http://66.165.240.154:8080/HK/j5/hls.m3u8
(2线)翡翠,http://66.165.240.154:8080/HK/tvb/hls.m3u8
(2线)广电翡翠,http://66.165.240.154:8080/GN/gdfc/hls.m3u8
(2线)广电翡翠2,http://66.165.240.154:8080/GN/gdfc2/hls.m3u8
(2线)明珠,http://66.165.240.154:8080/HK/mz/hls.m3u8
(2线)viu,http://66.165.240.154:8080/HK/viu/hls.m3u8
(2线)viu6,http://66.165.240.154:8080/HK/viu6/hls.m3u8
(2线)无线新闻,http://66.165.240.154:8080/HK/wxxw/hls.m3u8
(2线)凤凰中文,http://66.165.240.154:8080/HK/fhzw/hls.m3u8
(2线)凤凰香港,http://66.165.240.154:8080/HK/fhxg/hls.m3u8
(2线)凤凰咨询,http://66.165.240.154:8080/HK/fhzx/hls.m3u8
(2线)功夫台,http://66.165.240.154:8080/HK/gf/hls.m3u8
(2线)娱乐新闻,http://66.165.240.154:8080/HK/ylxw/hls.m3u8
(2线)星河,http://66.165.240.154:8080/HK/xh/hls.m3u8
(2线)中天新闻,http://66.165.240.154:8080/TW/ztxw/hls.m3u8
(2线)中天新闻2,http://66.165.240.154:8080/TW/ztxw2/hls.m3u8
(2线)中天综合,http://66.165.240.154:8080/TW/ztzh/hls.m3u8
(2线)华视,http://66.165.240.154:8080/TW/hs/hls.m3u8
(2线)华视新闻,http://66.165.240.154:8080/TW/hsxw/hls.m3u8
(2线)中视,http://66.165.240.154:8080/TW/zs/hls.m3u8
(2线)中视新闻,http://66.165.240.154:8080/TW/zsxw/hls.m3u8
(2线)台视,http://66.165.240.154:8080/TW/ts/hls.m3u8
(2线)台视新闻,http://66.165.240.154:8080/TW/tsxw/hls.m3u8
(2线)爱尔达300,http://66.165.240.154:8080/TW/aed300/hls.m3u8
(2线)壹电影,http://66.165.240.154:8080/TW/ydy/hls.m3u8
(2线)东森戏剧,http://66.165.240.154:8080/TW/hls.m3u8
(2线)东森电影,http://66.165.240.154:8080/TW/dsdy/hls.m3u8
(2线)东森新闻,http://66.165.240.154:8080/TW/dsxw/hls.m3u8
(2线)东森洋片,http://66.165.240.154:8080/TW/dsyp/hls.m3u8


翡翠台,http://line.premiumpowers.net/play/live.php?mac=00:1A:79:73:45:10&extension=ts&stream=571187
星空卫视,http://line.premiumpowers.net/play/live.php?mac=00:1A:79:73:45:10&extension=ts&stream=683118
美亚电视C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
生命电视台,http://61.216.67.119:1935/lifetv/lifetv.stream/manifest.m3u8
大立电视,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
纬来体育,https://hls.szsummer.cn/live/446035/playlist.m3u8?k=32f9ec7c13e4b390289143a8e1b2a898&t=1840341130
台湾Plus,https://bcovlive-a.akamaihd.net/rce33d845cb9e42dfa302c7ac345f7858/ap-northeast-1/6282251407001/playlist.m3u8
TVBS新闻,http://38.64.72.148/hls/modn/list/4006/chunklist1.m3u8
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/playlist.m3u8
民视新闻,http://38.64.72.148/hls/modn/list/4012/playlist.m3u8
台视新聞,http://38.64.72.148/hls/modn/list/4013/playlist.m3u8
东森超视,http://38.64.72.148/hls/modn/list/2013/chunklist1.m3u8
东森卫视,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8

天映电影,http://120.84.121.11:808/hls/85/index.m3u8?key=tvbox6_com&playlive=1&authid=0
龙祥电影,http://120.84.121.11:808/hls/35/index.m3u8?key=tvbox6_com&playlive=1&authid=0
TVB1本港台,http://120.84.121.11:808/hls/86/index.m3u8?key=tvbox6_com&playlive=1&authid=0
TVB2翡翠,http://120.84.121.11:808/hls/25/index.m3u8?key=tvbox6_com&playlive=1&authid=0
TVB3明珠,http://120.84.121.11:808/hls/26/index.m3u8?key=tvbox6_com&playlive=1&authid=0
星空卫视,http://120.84.121.11:808/hls/79/index.m3u8?key=tvbox6_com&playlive=1&authid=0



翡翠台,http://61.140.112.194:808/hls/105/index.m3u8?key=tvbox6_com&playlive=0&authid=0
香港明珠,http://61.140.112.194:808/hls/106/index.m3u8?key=tvbox6_com&playlive=0&authid=0
星空卫视,http://61.140.112.194:808/hls/110/index.m3u8?key=tvbox6_com&playlive=0&authid=0

翡翠台,http://113.86.206.78:9999/tsfile/live/1055_1.m3u8
星河频道,http://113.86.206.78:9999/tsfile/live/1053_1.m3u8
凤凰卫视,http://113.86.206.78:9999/tsfile/live/0108_1.m3u8
东森电影,http://113.86.206.78:9999/tsfile/live/1058_1.m3u8
动作电影,http://113.86.206.78:9999/tsfile/live/1054_1.m3u8
龙祥电影,http://113.86.206.78:9999/tsfile/live/1057_1.m3u8
星空音乐,http://113.86.206.78:9999/tsfile/live/1050_1.m3u8
星空卫视,http://113.86.206.78:9999/tsfile/live/1060_1.m3u8

TVB星河,http://180.167.104.105:9901/tsfile/live/1004_1.m3u8?key=tvbox6_com&playlive=1&authid=0


「代理」无线新闻,http://mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=3#mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=5#mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=6
「代理」无线财经体育资讯,http://mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=4#mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=7#mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=8

「代理」翡翠台,http://mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=9
「代理」明珠台,http://mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=10
「代理」J2台,http://mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=11
「代理」无线新闻,http://mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=12

「代理」翡翠台,http://mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=13
「代理」明珠台,http://mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=14

「代理」星空卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=16

「代理」翡翠台,http://mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=17
「代理」无线新闻,http://mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=18
「代理」娱乐新闻,http://mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=19
「代理」TVB泰国,http://mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=20
「代理」TVB直播,http://mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=21
「代理」神州新闻,http://mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=22
「代理」武侠频道,http://mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=23


「代理」凤凰卫视美洲,http://mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=27

澳视澳门台,http://mywlkj.ddns.net:754/tv/dl/dl668/top.php?id=301
澳视葡文台,http://mywlkj.ddns.net:754/tv/dl/dl668/top.php?id=302
澳视卫星台,http://mywlkj.ddns.net:754/tv/dl/dl668/top.php?id=303
澳视体育台,http://mywlkj.ddns.net:754/tv/dl/dl668/top.php?id=304
澳视资讯台,http://mywlkj.ddns.net:754/tv/dl/dl668/top.php?id=305
澳视高清台,http://mywlkj.ddns.net:754/tv/dl/dl668/top.php?id=306
澳亚卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/top.php?id=308
澳门卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/top.php?id=309

莲花卫视「酒店」,http://lhq-cctv.8866.org:18181/tsfile/live/1212_1.m3u8
莲花卫视「代理」,http://moss.hk3.345888.xyz.cdn.cloudflare.net/11/lotus.php

中视,rtmp://220.130.201.73/sat/tv091
华视,rtmp://220.130.201.73/sat/tv111
台视,rtmp://220.130.201.73/sat/tv071
民视,rtmp://220.130.201.73/sat/tv051
纬来体育,rtmp://220.130.201.73/sat/tv721
纬来育乐,rtmp://220.130.201.73/sat/tv701
纬来日本,rtmp://220.130.201.73/sat/tv771
东森超视,rtmp://220.130.201.73/sat/tv331


民视,rtmp://f13h.mine.nu/sat/tv051
台视,rtmp://f13h.mine.nu/sat/tv071
中视,rtmp://f13h.mine.nu/sat/tv091
华视,rtmp://f13h.mine.nu/sat/tv111
纬来体育,rtmp://f13h.mine.nu/sat/tv721
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来日本,rtmp://f13h.mine.nu/sat/tv771
东森超视,rtmp://f13h.mine.nu/sat/tv331
MoMo综合,rtmp://f13h.mine.nu/sat/tv761
ELEVEN体育1,rtmp://f13h.mine.nu/sat/tv731
ELEVEN体育2,rtmp://f13h.mine.nu/sat/tv741

TVBS-Asia,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8
TVBS-Asia,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
TVBS新闻,http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8
TVBS新闻,http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
东森美洲2,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
东森美洲2,http://38.64.72.148:80/hls/modn/list/2015/chunklist1.m3u8

开电视,http://51.89.21.73:42947/
緯來體育,http://cloud.yumixiu768.com/tmp/123.m3u8

TVBS新闻台,http://113.119.39.121:808/hls/105/index.m3u8

中天新闻,https://s2.pub/cctv-17
东森新闻,https://s2.pub/cctv-18
https://s2.pub/cctv-23
台湾-台视,https://s2.pub/cctv-20
台湾-台视,https://s2.pub/cctv-20
台湾-民视综合台,https://s2.pub/cctv-19

人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8



🌍国际频道👉全网,#genre#

「中国」CGTN英语,http://live.cgtn.com/1000/prog_index.m3u8
「中国」CGTN法语,https://news.cgtn.com/resource/live/french/cgtn-f.m3u8
「中国」CGTN西语,http://livees.cgtn.com/500e/prog_index.m3u8
「中国」CGTN阿语,https://news.cgtn.com/resource/live/arabic/cgtn-a.m3u8
「中国」CGTN俄语,https://liveru.cgtn.com/500r/prog_index.m3u8
「中国」CGTN纪录,http://news.cgtn.com/resource/live/document/cgtn-doc.m3u8
「中国」CECTV1,http://mywlkj.ddns.net:754/tv/cectv1.m3u8
「中国」CECTV2,http://mywlkj.ddns.net:754/tv/cectv2.m3u8
「中国」CECTV3,http://mywlkj.ddns.net:754/tv/cectv3.m3u8
「中国」CECTV4,http://mywlkj.ddns.net:754/tv/cectv4.m3u8

中国国际教育1,http://mywlkj.ddns.net:754/tv/cectv1.m3u8
中国国际教育2,http://mywlkj.ddns.net:754/tv/cectv2.m3u8
中国国际教育3,http://mywlkj.ddns.net:754/tv/cectv3.m3u8
中国国际教育4,http://mywlkj.ddns.net:754/tv/cectv4.m3u8

「国际」LOVE NATURE 4K,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
「国际」REDBULL SPORTS,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_928.m3u8
「法国」FASHION,http://lb.streaming.sk/fashiontv/stream/chunklist.m3u8

「美国」CNN,https://turnerlive.warnermediacdn.com/hls/live/586495/cnngo/cnn_slate/VIDEO_3_1464000.m3u8
「英国」BBC,http://103.199.161.254/Content/bbcworld/Live/Channel(BBCworld)/index.m3u8

「欧洲」EZYV1,http://vvlive.eztv.vip/huawen1/huawen1.m3u8?auth_key=1661769627-0-0-3a16475ac0fa2a152a25661e8634fe39
「欧洲」EZYV2,http://vvlive.eztv.vip/huawen2/huawen2.m3u8?auth_key=1661418936-0-0-bc9f000c6daa2def0b71d5389778b0d3
「欧洲」EZYV6,http://vvlive.eztv.vip/huawen6/huawen6.m3u8?auth_key=1662611110-0-0-cf20c4fcf669736034b6ceac0d01d403
「欧洲」EZYV6,http://vvlive.eztv.vip/huawen6/huawen6.m3u8?auth_key=1660814676-0-0-4d45d97f017e545dd368719f8dd48ffe 

「日本」NEWS 24H,https://n24-cdn-live.ntv.co.jp/ch01/index.m3u8#https://n24-cdn-live.ntv.co.jp/ch01/index_high.m3u8
「日本」NKK World,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index_4M.m3u8
「日本」QVC,http://cdn-live1.qvc.jp/iPhone/800/800.m3u8
「日本」购物频道,http://stream1.shopch.jp/HLS/out1/prog_index.m3u8#http://stream1.shopch.jp/HLS/out2/prog_index.m3u8
「日本」购物频道,http://stream1.shopch.jp/HLS/out3/prog_index.m3u8#http://stream1.shopch.jp/HLS/out4/prog_index.m3u8
「日本」CGN,http://mywlkj.ddns.net:754/tv/hk.php?id=36
AMC电影台,http://mywlkj.ddns.net:754/tv/hk.php?id=35
HBO-2,http://mywlkj.ddns.net:754/tv/hk.php?id=37
NKK World,http://mywlkj.ddns.net:754/tv/hk.php?id=38
CBS NEWS,http://mywlkj.ddns.net:754/tv/hk.php?id=39
TSN-3,http://mywlkj.ddns.net:754/tv/hk.php?id=40
WSFA,http://mywlkj.ddns.net:754/tv/hk.php?id=41
TSN,http://mywlkj.ddns.net:754/tv/hk.php?id=42

「韩国」CBJ,http://mywlkj.ddns.net:754/tv/cbjtv.m3u8
「韩国」EBS1,http://ebsonairios.ebs.co.kr/groundwavefamilypc/familypc1m/playlist.m3u8
「韩国」EBS2,http://ebsonairios.ebs.co.kr/ebs2familypc/familypc1m/playlist.m3u8
「韩国」EBSe,http://ebsonairios.ebs.co.kr/plus3familypc/familypc1m/playlist.m3u8

「韩国」EBS1,http://ebsonairios.ebs.co.kr/ebsutablet500k/tablet500k/playlist.m3u8
「韩国」EBS2,http://ebsonairios.ebs.co.kr/ebs2tablet500k/tablet500k/ebs2tablet500k.index.m3u8

「韩国」EBS1,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/playlist.m3u8
「韩国」EBS1,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/groundwavetablet500k.m3u8

「韩国」EBS+1,http://ebsonairios.ebs.co.kr/plus1tablet500k/tablet500k/plus1tablet500k.index.m3u8
「韩国」EBS+2,http://ebsonairios.ebs.co.kr/plus2tablet500k/tablet500k/plus2tablet500k.index.m3u8
「韩国」EBSe,http://ebsonairios.ebs.co.kr/plus3tablet500k/tablet500k/plus3tablet500k.index.m3u8

「韩国」BBS,http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist_w1216149699.m3u8

「韩国」KBC ,http://119.200.131.11:1935/KBCTV/tv/playlist.m3u8
「韩国」NBS ,https://media.joycorp.co.kr:4443/live/live_720p/playlist.m3u8
「韩国」TJB ,http://1.245.74.5:1935/live/tv/.m3u8
「韩国」KCTV,http://119.77.96.184:1935/chn05/chn05/chunklist.m3u

「韩国」KBS LiveCam DokDo,http://kbs-dokdo.gscdn.com/dokdo_300/dokdo_300.stream/playlist.m3u8
「韩国」KBS World,https://kbsworld-ott.akamaized.net:443/hls/live/2002341/kbsworld/01.m3u8
「韩国」KBS World,https://kbsworld-ott.akamaized.net/hls/live/2002341/kbsworld/01.m3u8
「韩国」KBS World,https://kbsworld-ott.akamaized.net/hls/live/2002341/kbsworld/master.m3u8

「韩国」CTS,https://d34t5yjz1ooymj.cloudfront.net/out/v1/875039d5eba0478fa8375a06b3aa5a37/index.m3u8
「韩国」Arirang,http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
「韩国」Arirang,http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/chunklist.m3u8

「韩国」MTNW,http://moneytoday1.ktcdn.co.kr:1935/mtnlive/720/playlist.m3u8

「韩国」Job plus TV,http://live.worktv.or.kr:1935/live/wowtvlive1.sdp/playlist.m3u8
「韩国」NBS,https://media.joycorp.co.kr:4443/live/live_720p/playlist.m3u8
「韩国」DUBAI ONE,http://dminnvll.cdn.mangomolo.com/dubaione/smil:dubaione.stream.smil/chunklist.m3u8

「亚洲」CNA,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
「亚洲」CNA,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
「亚洲」环球电视台,http://zb.xzxwhcb.com:9999/hls/world.m3u8

「越南」ANTV http://mywlkj.ddns.net:754/tv/antv.m3u8

「卡塔尔」半岛新闻,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
「俄罗斯」RT-NEWS,https://rt-rtd.rttv.com/live/rtnews/playlist.m3u8
「俄罗斯」RT-DOC,https://rt-rtd.rttv.com/live/rtdoc/playlist.m3u8
「俄罗斯」BRICS,https://brics.bonus-tv.ru/cdn/brics/chinese/playlist.m3u8
「乌克兰」KPBIM HD,https://cdn.1tvcrimea.ru/1tvcrimea.m3u8
「西班牙」GTP HD,http://europa-crtvg.flumotion.com/playlist.m3u8
「土耳其」TRTWorld,http://mywlkj.ddns.net:754/tv/trtworld.m3u8
NHK日本广播协会,http://180.167.104.105:9901/tsfile/live/1025_1.m3u8?key=tvbox6_com&playlive=1&authid=0
KBS韩国广播电视,http://180.167.104.105:9901/tsfile/live/1026_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CAN亚洲新闻台,http://180.167.104.105:9901/tsfile/live/1030_1.m3u8?key=tvbox6_com&playlive=1&authid=0
